participant,psy_group,d_age_1,d_gender_1,d_gender_other,d_vr_experience_1,d_vis_impairment_1,d_vis_impairment_2,d_vis_impairment_3,d_vis_impairment_4,d_vis_impairment_5,d_vis_impairment_6,d_vis_impairment_other_6,walking_time_1,walking_score_1,joystick_time_1,joystick_score_1,j_clarity_1,j_difficulty_1,j_navigation_1,j_recall_time_1,j_strategy_1,w_clarity_1,w_difficulty_1,w_navigation_1,w_memory_time_1,w_strategy_1,p_q1_1,p_q2_1,p_q3_1,p_q4_1,p_q5_1,p_q6_1,p_q7_1,p_q8_1,p_q9_1,p_q10_1,p_q11_1,presence_overall_1,v_questions_1,v_questions_2,v_questions_3,v_questions_4,v_questions_5,v_questions_6,v_questions_7,v_questions_8,v_questions_9,v_questions_10,v_questions_11,v_questions_12,v_questions_13,v_questions_14,v_questions_15,CLIENT_start,TIME_start,TIME_end,TIME_total
s.d616ac1e-5644-45aa-ba61-1fd0c733f17b.txt,1,18,1,"",1,0,0,1,0,0,0,"",35.37,4,"","","","","","","",5,1,4,2,green blue green blue and their were only two shapes,6,3,3,6,6,7,7,7,6,7,7,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-11-22-06,2024-11-11-17-36,2024-11-11-17-48,12
s.51e35d64-a561-4e94-883b-96c5ce02bc41.txt,2,19,2,"",2,0,1,1,0,0,0,"","","",132.1,0,4,2,2,1,Since there are only 4 objects I just directly remembered the locations of the objects.,"","","","","",3,3,1,2,3,2,4,2,3,5,6,3.09,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2024-09-23-22-02,2024-10-23-18-32,2024-10-23-18-51,19
s.1c185725-b692-4fc9-8179-afec1f34fac4.txt,2,19,1,"",1,0,0,1,0,0,0,"","","",96.33,1,5,3,2,1,"","","","","","",5,4,5,4,4,6,6,4,5,5,5,4.82,1,1,2,1,2,0,3,1,1,2,1,2,3,0,0,2024-10-11-20-25,2024-11-11-15-55,2024-11-11-16-11,16
s.bae96e85-a65d-45d8-94b8-9a496f2aaf4f.txt,1,18,1,"",1,0,0,1,0,0,0,"",49.80,4,"","","","","","","",5,1,4,2,remembered the colour pattern and what shape that colour had,7,7,7,6,7,6,7,7,7,7,7,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-22-20,2024-11-05-17-50,2024-11-05-18-02,12
s.231f0bd4-ecb7-44dc-b517-9cbfac403e7b.txt,2,20,2,"",3,0,0,1,0,0,0,"","","",48.77,0,4,5,3,2,repetation,"","","","","",5,3,4,3,6,6,4,7,7,4,6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-23-06,2024-11-05-18-36,2024-11-05-18-47,11
s.27b8d4a1-cea3-4329-8c87-9738353d3c73.txt,1,20,2,"",1,0,0,0,0,0,0,"","","",48.77,4,5,4,2,2,"Boxes were pretty sorted, all pyramids were on one side and, all blues too. So was easier","","","","","",7,6,4,5,7,7,6,7,7,7,6,6.27,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2024-10-11-21-33,2024-11-11-17-03,2024-11-11-17-14,11
s.7bd794aa-37ed-41d2-8deb-c564d10f4ed2.txt,1,20,2,"",1,0,0,0,0,0,0,"",45.37,4,"","","","","","","",5,2,4,2,"Relative to centre of the room and the direction i am facing towards, I tried to memorise the positions of the objects. ALso, by taking multiple walks around the room, I tried to develop a cognitive map of where things are. One more thing I made use of was memorising the position of objects with respect to other objects - this helped in easier navigation.",6,6,5,5,7,7,5,6,5,6,6,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-23-22-25,2024-10-23-18-55,2024-10-23-19-10,15
s.e4a3bb10-0e97-4fbb-b252-46fa0b9cc692.txt,1,18,1,"",3,0,0,0,0,0,0,"",39.92,4,"","","","","","","",5,1,4,2,saw them 2-3 times to retain,7,6,7,5,7,4,6,5,7,7,7,6.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-22-05,2024-11-05-17-35,2024-11-05-17-46,11
s.a2851a4e-2866-40dd-ab3d-9af1a6046456.txt,1,20,2,"",1,0,0,0,0,0,0,"",28.39,4,"","","","","","","",5,2,3,2,"Boxes were on the first row tables. Pyramids were on the bottom row. Red color was on the left side. There were only three colors, red , yellow and blue.",6,5,6,5,7,7,6,6,6,5,6,5.91,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0,2024-10-05-21-19,2024-11-05-16-49,2024-11-05-17-02,13
s.3f8ba03b-ff76-40ea-971d-53f3ceb02931.txt,1,20,2,"",2,0,0,0,0,0,0,"",65.92,2,"","","","","","","",5,2,4,3,"I gave each table a position like top-right, bottom-right and memorized the object on that specific table. For example top-right red pyramid I could do this because there was an orientation marker given in the experiment",6,7,7,5,7,5,7,7,7,6,7,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-23-39,2024-11-05-19-09,2024-11-05-19-22,13
s.e44bc3fb-2d1c-4497-9c8e-a6130ccd4806.txt,2,18,2,"",2,0,0,0,1,0,0,"","","",107.3,2,4,3,4,2,i didt knew that i have to remember the places where the objects were placed.,"","","","","",7,2,5,4,7,5,6,7,7,6,6,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-23-21-26,2024-10-23-17-56,2024-10-23-18-10,14
s.32285bdb-151e-4e9b-8956-b1fa9566d091.txt,1,20,2,"",1,0,0,0,0,0,0,"",64.07,4,"","","","","","","",5,2,4,2,remembering the colour in order first then the shapes,6,7,6,7,7,6,7,7,7,6,6,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-24-22-40,2024-10-24-19-10,2024-10-24-19-24,14
s.09d5f8df-f35a-4133-b1d4-cf3958dc9b69.txt,1,18,1,"",1,0,0,1,0,0,0,"","","",46.05,1,5,2,2,1,"I didnt use a strategy, just tried to remember the object placements and move on to the next table relative to the starting screen.","","","","","",5,2,2,2,5,6,5,3,3,3,3,3.55,2,1,1,0,1,0,3,2,2,2,0,2,2,1,0,2024-10-11-20-48,2024-11-11-16-18,2024-11-11-16-29,11
s.d4c851ed-7d50-43a8-a4ce-442410ab0bb5.txt,1,20,1,"",1,0,0,1,0,0,0,"","","",84.12,0,5,2,2,1,didnt really use a specific strategy as this was my first time trying vr,"","","","","",6,4,4,2,7,6,5,2,3,2,2,3.91,2,0,1,1,0,0,0,1,1,1,0,1,0,0,0,2024-10-11-21-14,2024-11-11-16-44,2024-11-11-16-55,11
s.fcd386b6-ab9e-4c58-897b-06c180f66b72.txt,2,20,2,"",2,0,0,1,0,0,0,"","","",135.7,2,5,4,2,1,I used the color of object and its shape and I tried to memorise them based on the point of reference i.e my position,"","","","","",6,5,5,7,7,6,5,6,5,7,7,6.0,2,3,1,1,1,0,0,2,1,3,0,3,3,1,0,2024-09-23-20-17,2024-10-23-16-47,2024-10-23-17-02,15
s.0bf02812-4571-4384-b09f-a672e54a9d1a.txt,2,20,2,"",1,0,0,1,0,0,0,"","","",112.01,3,5,4,4,2,"With respect to the brown square on the wall, i remembered the orientations of the objects placed on each table.","","","","","",7,6,6,7,7,7,7,6,7,7,6,6.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-09-24-20-47,2024-10-24-17-17,2024-10-24-17-31,14
s.e976e685-fa1c-4b7d-b5bf-76ed5911f857.txt,2,20,2,"",1,0,0,1,0,0,0,"","","",163.7,4,5,3,2,2,color + shape,"","","","","",5,6,3,5,6,6,5,6,5,5,6,5.27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024-09-24-21-52,2024-10-24-18-22,2024-10-24-18-35,13
s.7b4b1b02-6891-4d6a-a357-22032508bba3.txt,1,20,1,"",1,0,0,0,0,0,0,"",44.08,4,"","","","","","","",5,3,3,2,just remember the things ,6,4,6,6,7,7,7,7,7,4,7,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-21-37,2024-11-05-17-07,2024-11-05-17-17,10
s.9cb05d9f-b6c1-41ca-b415-f3e3a8b2b0b8.txt,2,20,2,"",1,0,0,1,0,0,0,"","","",61.31,0,5,5,3,2,"I started with one table and memorised the objects from that table in counter-clockwise order around the room, by the colour and shape: red box, blue box, blue pyramid, green pyramid.","","","","","",6,5,5,5,7,7,7,7,6,7,6,6.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024-09-24-22-57,2024-10-24-19-27,2024-10-24-19-44,17
s.7058adb7-9caa-47e8-9d1b-61aca13942fe.txt,1,19,2,"",2,0,0,0,0,0,0,"",50.43,4,"","","","","","","",5,2,4,2,The strategy was picking upon common stuff. For me same objects were place diagonally so i remembered the colors only,7,4,6,5,7,7,6,7,7,6,5,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-23-22-58,2024-10-23-19-28,2024-10-23-19-38,10
s.47be864e-0959-496d-af58-854ecdfdf4bb.txt,1,20,2,"",2,0,0,0,0,0,0,"",47.67,4,"","","","","","","",4,2,3,2,I first started mapping the colours with the four coordinates. In my case there were three cubes. So it was easy for me to remember them. and the objects in total were also very less. So i was able to distinguish them easily.,6,3,5,4,5,5,5,5,5,6,7,5.09,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2024-09-23-23-14,2024-10-23-19-44,2024-10-23-19-55,11
s.70efff8b-5c48-4281-ac88-7d07c2d6f8c8.txt,2,20,2,"",2,0,0,1,0,0,0,"","","",52.36,2,5,4,2,2,"I remembered it according to my starting position, left-front, left-back, right-front and right-back and I associated each position with shape (pyramid/cube) and color(red/green/yellow) and kept reciting it my head again and agian till the next main task was supposed to happen.","","","","","",6,4,5,3,6,6,6,6,7,3,4,5.09,1,0,1,1,1,0,0,2,1,2,0,2,2,0,0,2024-09-23-19-58,2024-10-23-16-28,2024-10-23-16-40,12
s.8d704fa7-31a4-48a2-8168-937a5a6b7572.txt,2,19,2,"",4,0,0,1,0,0,0,"","","",42.2,4,5,5,2,3,Based on the brown boards placement i mapped objects and colors,"","","","","",5,4,2,4,7,7,7,7,7,4,7,5.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-10-11-21-01,2024-11-11-16-31,2024-11-11-16-42,11
s.65dbcefb-afa4-414e-acaf-d3ca32a74d8f.txt,1,20,1,"",1,0,0,1,0,0,0,"",44.73,4,"","","","","","","",5,2,3,2,I tried to remember the order in which objects were placed from left to right along with their colours and shapes. Also if there were two similar colour objects i tried to remember their position too for simplicity.,7,6,5,6,7,6,7,5,6,6,7,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-24-21-08,2024-10-24-17-38,2024-10-24-17-54,16
s.87767a8f-9b44-4414-965d-9a6d4e53051c.txt,2,17,1,"",3,0,0,1,0,0,0,"","","",62.28,2,5,3,2,3,"I used the strategy to remember the INITIAL VISUAL SURROUNDINGS.using that , I remembered which direction I went first and after that","","","","","",7,4,6,3,7,6,6,2,6,6,4,5.18,2,0,1,1,0,1,0,3,0,2,1,3,0,2,0,2024-10-11-21-46,2024-11-11-17-16,2024-11-11-17-30,14
s.b1b2ae85-6fda-4c99-96f3-bcfb7d6a855a.txt,1,20,2,"",1,0,0,0,0,0,0,"",46.03,4,"","","","","","","",5,1,4,3,i remembered the order of the objects and tried to know the start point.,6,6,6,6,6,6,5,6,6,2,6,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-20-17,2024-11-05-15-47,2024-11-05-15-56,9
s.9e47b9e0-2f23-4074-b4b3-75de60adeb89.txt,1,19,2,"",2,0,0,0,0,0,0,"",31.95,4,"","","","","","","",5,1,4,2,I just remembered the objects sequentially along with their colors and spots,7,5,5,5,6,5,7,7,6,7,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-24-20-06,2024-10-24-16-36,2024-10-24-16-47,11
s.a3322f72-0937-446c-9173-51901bba8bcb.txt,1,20,2,"",2,0,0,1,0,0,0,"",23.64,4,"","","","","","","",5,1,2,3,"Pointing to the objects and remembering the order(Green Cube, Blue Cube, Yellow Cube and Yellow Pyramid) and revising it 3-5 times.",6,6,7,6,7,7,7,6,7,6,6,6.45,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024-09-24-23-41,2024-10-24-20-11,2024-10-24-20-25,14
s.091a3ecd-19e6-4d34-9290-f4a1da87ec98.txt,2,21,2,"",4,0,0,0,0,0,0,"","","",48.20,4,5,3,3,2,"","","","","","",3,3,1,3,5,5,1,6,3,2,2,3.09,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2024-10-11-22-21,2024-11-11-17-51,2024-11-11-18-00,9
s.cc8a95da-e618-4af1-b1c6-b59fe62c5378.txt,1,20,2,"",1,0,0,1,0,0,0,"",41.81,4,"","","","","","","",5,1,4,2,I used the repetition and recall strategy to memorise the location to colour and shape of the objects.,6,5,6,5,7,6,7,7,7,7,6,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-23-21,2024-11-05-18-51,2024-11-05-19-06,15
s.856ff9b6-72bb-4a79-bfe9-48e092cddba3.txt,1,18,2,"",2,0,0,0,1,0,0,"",65.28,4,"","","","","","","",5,1,4,3,"i remembered the colours from my left to right. There was only one box and 3 pyramids, so it was easy to remember.",7,5,7,5,7,7,6,7,7,1,6,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-23-21-43,2024-10-23-18-13,2024-10-23-18-29,16
s.6572b301-59ed-4626-8a76-b4230ba2ac6e.txt,1,18,2,"",2,0,0,1,0,0,0,"",38.75,4,"","","","","","","",5,1,4,2,"I learnt the pattern - yellow, green, red, blue - which corresponded to top left, top right, bottom right and bottom left.",7,5,5,6,7,7,7,7,7,7,7,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-21-49,2024-11-05-17-19,2024-11-05-17-31,12
s.a2ad0cfb-be09-43ea-a2d1-11965556b6a0.txt,2,19,2,"",2,0,0,1,0,0,0,"","","",73.43,2,4,3,2,2,i remembered the color order of the objects and then their shape order. also my position was a little different from where i ended the test so i got bit confused.,"","","","","",7,5,5,5,7,6,7,7,7,5,6,6.09,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-09-24-20-32,2024-10-24-17-02,2024-10-24-17-14,12
s.a53b602a-c62c-4aad-8742-3d3cfbd9055c.txt,1,19,2,"",2,0,0,0,0,0,0,"",30.31,4,"","","","","","","",4,2,4,2,Orient myself facing towards the brown square on the wall and then remember the color and shape in anti clockwise order.,5,7,7,4,7,5,7,6,5,5,7,5.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-10-05-20-46,2024-11-05-16-16,2024-11-05-16-27,11
s.4475ca6c-0fe4-4ebc-9448-b74204a68298.txt,1,20,2,"",2,0,0,1,0,0,0,"",52.48,4,"","","","","","","",5,1,3,3,Triangular objects were placed in a triangular orientation. Red objects were on one end. ,7,4,5,6,7,7,7,4,6,7,7,6.09,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,2024-10-05-22-39,2024-11-05-18-09,2024-11-05-18-20,11
s.7a876f5b-4ca3-4bfb-b695-1eb8406ff965.txt,2,20,2,"",2,0,0,1,0,0,0,"","","",246.0,1,2,2,4,2,I memorised the color - shape combinations. But forgot about order / which table each was on. Not sure if i didnt understand properly or it wasnt explained well,"","","","","",5,3,5,6,7,6,7,6,6,6,3,5.45,0,0,0,1,2,2,0,0,2,0,0,0,1,0,0,2024-09-23-23-34,2024-10-23-20-04,2024-10-23-20-21,17
s.6d962114-be55-4c32-a8bf-6491b0f23ccf.txt,2,20,2,"",1,0,0,1,0,0,0,"","","",103.9,0,5,2,4,2,remeber the first color and then remember them according to the that position,"","","","","",7,7,6,7,7,6,7,6,7,7,7,6.73,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024-09-24-22-20,2024-10-24-18-50,2024-10-24-19-05,15
s.258a350c-494f-43ec-a6ff-8f4f374f58bc.txt,2,21,2,"",1,0,0,1,0,0,0,"","","",113.25,2,3,3,4,2,short form like red triangle as rt,"","","","","",6,1,5,4,6,6,7,6,7,6,3,5.18,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2024-10-05-20-28,2024-11-05-15-58,2024-11-05-16-13,15
s.118a43fc-d6f7-45a3-8f48-08426f9a57d5.txt,2,20,2,"",2,0,0,0,0,0,0,"","","",80.18,4,5,3,2,2,I remebered the colors and started recalling them in an order making the board as center and shapes as patterns of opposite.,"","","","","",4,5,3,5,3,5,5,4,5,4,4,4.27,1,1,2,2,1,0,1,2,0,1,0,1,2,2,0,2024-09-24-21-35,2024-10-24-18-05,2024-10-24-18-20,15
s.bfeed3ca-363d-4e85-8e19-d6620daeebb0.txt,1,19,1,"",1,0,0,1,0,0,0,"",35.56,4,"","","","","","","",5,1,4,2,"Initially in the tutorial, the object that I picked and kept behind the black box was the same object that was placed at that table for the recall task and i then memorised the colours, shapes and remembered them in a counterclockwise manner and picked up one object at a time.",6,7,7,6,7,7,5,4,5,6,7,6.09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2024-09-23-20-43,2024-10-23-17-13,2024-10-23-17-27,14
